id,date,attack_type,platform,description,impact,mitigation,source
1194,2021-04-18,Phishing Scam,LinkedIn,Cybercriminals installed employee email accounts to gain unauthorized access.,The service was temporarily unavailable.,Implement email filtering enhancements.,CERT Advisory
1195,2024-02-11,Account Takeover,Website,Threat actors targeted compromised accounts to establish persistence.,Ransomware encrypted critical business files.,Deploy intrusion detection systems (IDS) and monitor alerts.,User Incident Report
1196,2024-08-29,Account Takeover,Facebook,"Attackers deployed compromised accounts to install backdoors via cross-site scripting, targeting multiple organizations.",Critical infrastructure systems were compromised.,Deploy intrusion detection systems (IDS) and monitor alerts.,User Incident Report
1197,2020-10-17,Fake Investment Scam,Corporate Network,"Hackers initiated web applications to encrypt critical files via command and control servers, targeting multiple organizations.",Several users reported financial loss.,Run full malware scan and isolate infected hosts.,Law Enforcement Notification
1198,2021-07-20,Malware Infection,Corporate Network,Forensic analysis showed a group of attackers deployed misconfigured servers to exfiltrate sensitive data using encrypted channels.,Ransomware encrypted critical business files.,Implement email filtering enhancements.,Law Enforcement Notification
1199,2023-07-12,Malware Infection,Banking App,Cybercriminals perpetrated mobile applications to install backdoors.,The service was temporarily unavailable.,Deploy intrusion detection systems (IDS) and monitor alerts.,External Threat Feed
1200,2024-08-20,Fake Investment Scam,Corporate Network,Multiple sophisticated threat actors distributed network protocols to steal credentials via network shares.,Two devices were infected and required isolation.,Patch outdated systems immediately.,Law Enforcement Notification
1201,2022-10-09,Identity Theft,LinkedIn,Forensic analysis showed unauthorized users conducted mobile applications to conduct reconnaissance via man-in-the-middle attacks.,Multiple corporate accounts were accessed unlawfully.,Patch outdated systems immediately.,User Incident Report
1202,2024-08-01,Credential Harvesting,Facebook,Security teams detected that sophisticated threat actors deployed outdated software versions to gain unauthorized access through compromised websites.,Multiple corporate accounts were accessed unlawfully.,Block malicious IP ranges and update firewall rules.,External Threat Feed
1203,2020-01-21,Malware Infection,Corporate Network,Scammers initiated phishing techniques to gain unauthorized access via cross-site scripting during business hours.,Internal systems experienced minor disruption.,Implement email filtering enhancements.,Law Enforcement Notification
1204,2024-01-09,Account Takeover,Facebook,Malicious actors executed web applications to escalate privileges.,Several users reported financial loss.,Deploy intrusion detection systems (IDS) and monitor alerts.,User Incident Report
1205,2021-08-21,Credential Harvesting,Banking App,Hackers successfully perpetrated network protocols to harvest PII using encrypted channels.,Ransomware encrypted critical business files.,Deploy endpoint detection and response (EDR) solutions.,CERT Advisory
1206,2020-10-13,Business Email Compromise,SMS,A multi-stage business email compromise leveraged web applications to steal credentials via supply chain attacks.,Sensitive intellectual property was exfiltrated.,Run full malware scan and isolate infected hosts.,Threat Intelligence Platform
1207,2020-10-26,Account Takeover,Website,Forensic analysis showed adversaries installed social engineering tactics to move laterally across networks via supply chain attacks.,"No direct financial loss, but credentials were exposed.",Run full malware scan and isolate infected hosts.,Internal SOC Report
1208,2020-03-04,Malware Infection,LinkedIn,A large-scale malware infection installed outdated software versions to steal credentials using AI-generated content.,The service was temporarily unavailable.,Implement email filtering enhancements.,User Incident Report
1209,2023-09-12,Account Takeover,Email,"Attackers impersonated employee email accounts to bypass security controls, resulting in data breach.",The service was temporarily unavailable.,Enable advanced threat protection on email gateways.,Law Enforcement Notification
1210,2020-01-31,Credential Harvesting,Email,Threat actors initiated weak authentication to gain unauthorized access via cross-site scripting.,The service was temporarily unavailable.,Patch outdated systems immediately.,CERT Advisory
1211,2022-08-18,Malware Infection,VPN,Sophisticated threat actors distributed file sharing services to exfiltrate sensitive data.,Ransomware encrypted critical business files.,Patch outdated systems immediately.,Threat Intelligence Platform
1212,2023-06-08,Malware Infection,Email,Malicious actors successfully impersonated database systems to deploy ransomware through watering hole attacks.,Customer data was potentially leaked.,Patch outdated systems immediately.,Internal SOC Report
1213,2021-08-30,Credential Harvesting,Corporate Network,"Scammers deployed remote access tools to gain unauthorized access via phishing emails, targeting multiple organizations.",Internal systems experienced minor disruption.,Enable advanced threat protection on email gateways.,Internal SOC Report
1214,2020-10-03,DDoS Attack,Email,A advanced campaign impersonated zero-day exploits to install backdoors via supply chain attacks.,Customer data was potentially leaked.,Enable MFA and reset all compromised credentials.,External Threat Feed
1215,2020-09-25,Identity Theft,LinkedIn,Forensic analysis showed unauthorized users harvested phishing techniques to harvest PII using encrypted channels.,The service was temporarily unavailable.,Implement email filtering enhancements.,External Threat Feed
1216,2022-11-27,Business Email Compromise,SMS,Multiple attackers impersonated mobile applications to establish persistence via malicious links.,The service was temporarily unavailable.,Patch outdated systems immediately.,User Incident Report
1217,2024-02-17,Social Engineering,Corporate Network,Attackers perpetrated zero-day exploits to steal credentials via cross-site scripting during business hours.,Critical infrastructure systems were compromised.,Deploy intrusion detection systems (IDS) and monitor alerts.,CERT Advisory
1218,2022-01-23,Business Email Compromise,LinkedIn,A group of attackers harvested vulnerable systems to move laterally across networks through deepfake technology.,Customer data was potentially leaked.,Block malicious IP ranges and update firewall rules.,Internal SOC Report
1219,2024-07-17,Business Email Compromise,Corporate Network,Attackers deployed vulnerable systems to steal credentials via network shares during business hours.,Internal systems experienced minor disruption.,Deploy endpoint detection and response (EDR) solutions.,Threat Intelligence Platform
1220,2021-10-30,Business Email Compromise,WhatsApp,Multiple adversaries exploited vulnerable systems to gain unauthorized access through lateral movement.,Ransomware encrypted critical business files.,Run full malware scan and isolate infected hosts.,Law Enforcement Notification
1221,2020-10-25,Account Takeover,Facebook,A large-scale campaign impersonated social engineering tactics to establish persistence via command and control servers.,Sensitive intellectual property was exfiltrated.,Deploy intrusion detection systems (IDS) and monitor alerts.,External Threat Feed
1222,2023-03-07,Malware Infection,Instagram,Attackers installed backup systems to install backdoors.,Two devices were infected and required isolation.,Deploy intrusion detection systems (IDS) and monitor alerts.,Internal SOC Report
1223,2022-03-06,Account Takeover,WhatsApp,An investigation revealed that cybercriminals targeted weak authentication to conduct reconnaissance via network shares.,Customer data was potentially leaked.,Verify sender identity before responding.,Internal SOC Report
1224,2024-08-13,DDoS Attack,Facebook,"Sophisticated threat actors targeted web applications to deploy ransomware, resulting in credential theft.",Customer data was potentially leaked.,Deploy intrusion detection systems (IDS) and monitor alerts.,CERT Advisory
1225,2022-07-29,Phishing Scam,Banking App,Threat actors compromised database systems to gain unauthorized access via SMS messages during business hours.,Several users reported financial loss.,Patch outdated systems immediately.,External Threat Feed
1226,2021-10-16,Fake Investment Scam,LinkedIn,Forensic analysis showed attackers harvested misconfigured servers to move laterally across networks via network shares.,Customer data was potentially leaked.,Deploy endpoint detection and response (EDR) solutions.,CERT Advisory
1227,2023-09-05,Identity Theft,Website,Hackers successfully leveraged IoT devices to establish persistence using drive-by downloads.,"No direct financial loss, but credentials were exposed.",Run full malware scan and isolate infected hosts.,Law Enforcement Notification
1228,2022-02-12,Fake Investment Scam,Instagram,An investigation revealed that unauthorized users perpetrated misconfigured servers to establish persistence via command and control servers.,The service was temporarily unavailable.,Verify sender identity before responding.,CERT Advisory
1229,2021-04-21,DDoS Attack,Corporate Network,Threat actors exploited outdated software versions to conduct reconnaissance.,Critical infrastructure systems were compromised.,Implement network segmentation to limit lateral movement.,Law Enforcement Notification
1230,2021-03-14,DDoS Attack,VPN,Malicious actors successfully deployed zero-day exploits to establish persistence via SMS messages.,Critical infrastructure systems were compromised.,Patch outdated systems immediately.,Law Enforcement Notification
1231,2022-04-11,Identity Theft,Instagram,Sophisticated threat actors launched IoT devices to conduct reconnaissance through email attachments.,Two devices were infected and required isolation.,Enable advanced threat protection on email gateways.,Threat Intelligence Platform
1232,2024-08-16,Ransomware Attack,Email,Threat actors conducted social engineering tactics to escalate privileges through deepfake technology during business hours.,The service was temporarily unavailable.,Educate employees regarding phishing indicators.,User Incident Report
1233,2020-10-31,Malware Infection,Banking App,Malicious actors successfully deployed authentication mechanisms to deploy ransomware through watering hole attacks.,Ransomware encrypted critical business files.,Conduct security awareness training for all staff.,Law Enforcement Notification
1234,2021-07-15,Identity Theft,LinkedIn,Multiple attackers perpetrated database systems to move laterally across networks via supply chain attacks.,Critical infrastructure systems were compromised.,Conduct security awareness training for all staff.,Threat Intelligence Platform
1235,2020-03-14,Business Email Compromise,Email,A sophisticated campaign launched stolen credentials to install backdoors through third-party vendors.,Multiple corporate accounts were accessed unlawfully.,Patch outdated systems immediately.,User Incident Report
1236,2020-09-15,Malware Infection,Corporate Network,Malicious actors exploited stolen credentials to deploy ransomware using AI-generated content.,Several users reported financial loss.,Enable MFA and reset all compromised credentials.,Internal SOC Report
1237,2021-04-27,Fake Investment Scam,VPN,A persistent fake investment scam installed malware payloads to exfiltrate sensitive data via supply chain attacks.,Internal systems experienced minor disruption.,Educate employees regarding phishing indicators.,User Incident Report
1238,2022-08-04,Fake Investment Scam,Corporate Network,A multi-stage campaign launched mobile applications to install backdoors using fake apps.,Multiple corporate accounts were accessed unlawfully.,Enable MFA and reset all compromised credentials.,External Threat Feed
1239,2023-04-13,DDoS Attack,Facebook,An investigation revealed that scammers targeted unpatched security flaws to conduct reconnaissance using encrypted channels.,Ransomware encrypted critical business files.,Enable MFA and reset all compromised credentials.,Internal SOC Report
1240,2020-05-05,Ransomware Attack,Facebook,Multiple hackers installed phishing techniques to install backdoors through SQL injection.,Internal systems experienced minor disruption.,Implement network segmentation to limit lateral movement.,User Incident Report
1241,2024-06-24,Fake Investment Scam,LinkedIn,A widespread fake investment scam impersonated weak authentication to harvest PII via command and control servers.,Internal systems experienced minor disruption.,Educate employees regarding phishing indicators.,Threat Intelligence Platform
1242,2020-10-02,Phishing Scam,WhatsApp,Hackers compromised exposed APIs to bypass security controls.,"No direct financial loss, but credentials were exposed.",Patch outdated systems immediately.,User Incident Report
1243,2022-03-07,Ransomware Attack,Corporate Network,Malicious actors leveraged outdated software versions to install backdoors via SMS messages.,Two devices were infected and required isolation.,Implement network segmentation to limit lateral movement.,Internal SOC Report
1244,2022-06-01,Social Engineering,Instagram,An investigation revealed that malicious actors leveraged IoT devices to exfiltrate sensitive data via cross-site scripting.,Sensitive intellectual property was exfiltrated.,Verify sender identity before responding.,User Incident Report
1245,2023-05-11,Social Engineering,Website,Cybercriminals successfully harvested malware payloads to establish persistence using AI-generated content.,Internal systems experienced minor disruption.,Block malicious IP ranges and update firewall rules.,Threat Intelligence Platform
1246,2021-08-17,Ransomware Attack,Email,A widespread ransomware attack distributed phishing techniques to establish persistence via command and control servers.,"No direct financial loss, but credentials were exposed.",Run full malware scan and isolate infected hosts.,Threat Intelligence Platform
1247,2022-10-17,Business Email Compromise,Email,Forensic analysis showed hackers executed weak authentication to harvest PII through compromised websites.,Critical infrastructure systems were compromised.,Educate employees regarding phishing indicators.,User Incident Report
1248,2023-06-22,Malware Infection,Facebook,"Malicious actors targeted mobile applications to escalate privileges, resulting in system compromise.",The service was temporarily unavailable.,Enable advanced threat protection on email gateways.,CERT Advisory
1249,2020-10-16,Phishing Scam,Instagram,"Sophisticated threat actors leveraged malware payloads to establish persistence through third-party vendors, targeting multiple organizations.",Critical infrastructure systems were compromised.,Deploy intrusion detection systems (IDS) and monitor alerts.,Law Enforcement Notification
1250,2021-11-20,Account Takeover,Corporate Network,"Attackers leveraged weak authentication to bypass security controls via command and control servers, targeting multiple organizations.",Two devices were infected and required isolation.,Implement network segmentation to limit lateral movement.,Internal SOC Report
1251,2023-11-12,Phishing Scam,LinkedIn,Unauthorized users deployed corporate networks to harvest PII.,Customer data was potentially leaked.,Deploy endpoint detection and response (EDR) solutions.,User Incident Report
1252,2020-12-16,DDoS Attack,VPN,Hackers targeted network protocols to conduct reconnaissance via SMS messages during business hours.,Internal systems experienced minor disruption.,Enable MFA and reset all compromised credentials.,Law Enforcement Notification
1253,2022-06-22,Phishing Scam,Instagram,A advanced phishing scam perpetrated outdated software versions to conduct reconnaissance through third-party vendors.,Customer data was potentially leaked.,Verify sender identity before responding.,External Threat Feed
1254,2022-08-29,Credential Harvesting,Corporate Network,Hackers targeted mobile applications to deploy ransomware via network shares.,Internal systems experienced minor disruption.,Implement email filtering enhancements.,External Threat Feed
1255,2020-02-29,Ransomware Attack,VPN,"Threat actors targeted cloud infrastructure to install backdoors, resulting in credential theft.",Multiple corporate accounts were accessed unlawfully.,Implement email filtering enhancements.,External Threat Feed
1256,2020-05-07,Account Takeover,Email,Threat actors distributed employee email accounts to escalate privileges through USB drives.,Two devices were infected and required isolation.,Enable advanced threat protection on email gateways.,User Incident Report
1257,2022-10-27,Fake Investment Scam,VPN,"Sophisticated threat actors impersonated corporate networks to steal credentials, resulting in unauthorized access.",Sensitive intellectual property was exfiltrated.,Implement network segmentation to limit lateral movement.,Internal SOC Report
1258,2023-09-09,Credential Harvesting,Corporate Network,"Threat actors deployed compromised accounts to move laterally across networks, resulting in data breach.",Critical infrastructure systems were compromised.,Conduct security awareness training for all staff.,CERT Advisory
1259,2021-11-05,Identity Theft,Email,Forensic analysis showed attackers executed network protocols to harvest PII via phishing emails.,Ransomware encrypted critical business files.,Implement network segmentation to limit lateral movement.,Threat Intelligence Platform
1260,2023-04-29,Social Engineering,Instagram,A group of attackers orchestrated misconfigured servers to deploy ransomware.,Sensitive intellectual property was exfiltrated.,Conduct security awareness training for all staff.,External Threat Feed
1261,2021-12-12,Business Email Compromise,Instagram,Multiple malicious actors harvested social engineering tactics to conduct reconnaissance via malicious links.,Customer data was potentially leaked.,Run full malware scan and isolate infected hosts.,Internal SOC Report
1262,2021-10-17,Malware Infection,Banking App,"A group of attackers conducted mobile applications to install backdoors through compromised websites, targeting multiple organizations.",Ransomware encrypted critical business files.,Deploy endpoint detection and response (EDR) solutions.,Threat Intelligence Platform
1263,2022-08-02,Phishing Scam,Website,A group of attackers successfully conducted social engineering tactics to encrypt critical files through email attachments.,Sensitive intellectual property was exfiltrated.,Enable MFA and reset all compromised credentials.,Threat Intelligence Platform
1264,2021-03-27,Malware Infection,WhatsApp,Hackers conducted backup systems to gain unauthorized access.,Two devices were infected and required isolation.,Deploy intrusion detection systems (IDS) and monitor alerts.,Threat Intelligence Platform
1265,2023-01-16,Credential Harvesting,Email,A persistent credential harvesting exploited network protocols to encrypt critical files via command and control servers.,Multiple corporate accounts were accessed unlawfully.,Enable advanced threat protection on email gateways.,Law Enforcement Notification
1266,2023-01-01,Fake Investment Scam,Instagram,Scammers executed corporate networks to bypass security controls using privilege escalation.,The service was temporarily unavailable.,Educate employees regarding phishing indicators.,Law Enforcement Notification
1267,2022-09-15,Credential Harvesting,Facebook,A widespread campaign exploited employee email accounts to steal credentials using drive-by downloads.,Internal systems experienced minor disruption.,Block malicious IP ranges and update firewall rules.,User Incident Report
1268,2022-05-03,Malware Infection,LinkedIn,Hackers successfully perpetrated weak authentication to bypass security controls using AI-generated content.,The service was temporarily unavailable.,Patch outdated systems immediately.,Law Enforcement Notification
1269,2024-06-21,Phishing Scam,WhatsApp,Cybercriminals impersonated social engineering tactics to move laterally across networks using privilege escalation.,"No direct financial loss, but credentials were exposed.",Patch outdated systems immediately.,Internal SOC Report
1270,2024-05-24,Identity Theft,WhatsApp,Security teams detected that attackers installed stolen credentials to bypass security controls through compromised websites.,Critical infrastructure systems were compromised.,Block malicious IP ranges and update firewall rules.,Threat Intelligence Platform
1271,2020-12-08,Malware Infection,Banking App,Multiple scammers orchestrated database systems to exfiltrate sensitive data using privilege escalation.,Multiple corporate accounts were accessed unlawfully.,Enable advanced threat protection on email gateways.,Threat Intelligence Platform
1272,2020-07-12,Malware Infection,Instagram,Cybercriminals orchestrated social engineering tactics to install backdoors using social media.,Several users reported financial loss.,Deploy endpoint detection and response (EDR) solutions.,Threat Intelligence Platform
1273,2020-01-19,Malware Infection,Email,Scammers successfully installed malware payloads to bypass security controls using social media.,Ransomware encrypted critical business files.,Enable advanced threat protection on email gateways.,CERT Advisory
1274,2020-07-09,Credential Harvesting,Instagram,Adversaries impersonated file sharing services to move laterally across networks.,Multiple corporate accounts were accessed unlawfully.,Enable MFA and reset all compromised credentials.,Threat Intelligence Platform
1275,2023-05-17,DDoS Attack,LinkedIn,Threat actors installed outdated software versions to harvest PII using encrypted channels during business hours.,Sensitive intellectual property was exfiltrated.,Patch outdated systems immediately.,Law Enforcement Notification
1276,2022-12-18,Account Takeover,VPN,Security teams detected that attackers targeted vulnerable systems to escalate privileges using cloud services.,Ransomware encrypted critical business files.,Educate employees regarding phishing indicators.,External Threat Feed
1277,2021-09-26,Malware Infection,SMS,"Sophisticated threat actors targeted social engineering tactics to install backdoors, resulting in service disruption.",Several users reported financial loss.,Run full malware scan and isolate infected hosts.,CERT Advisory
1278,2023-07-26,Social Engineering,Facebook,Security teams detected that attackers targeted corporate networks to conduct reconnaissance through third-party vendors.,Several users reported financial loss.,Enable MFA and reset all compromised credentials.,Internal SOC Report
1279,2023-06-19,Fake Investment Scam,Instagram,Sophisticated threat actors launched IoT devices to steal credentials.,Several users reported financial loss.,Deploy endpoint detection and response (EDR) solutions.,CERT Advisory
1280,2021-03-13,Fake Investment Scam,VPN,A multi-stage campaign leveraged backup systems to establish persistence using privilege escalation.,Customer data was potentially leaked.,Enable MFA and reset all compromised credentials.,Internal SOC Report
1281,2024-12-19,Account Takeover,Website,A targeted account takeover perpetrated exposed APIs to gain unauthorized access through third-party vendors.,Two devices were infected and required isolation.,Run full malware scan and isolate infected hosts.,Threat Intelligence Platform
1282,2024-06-04,Credential Harvesting,Facebook,A widespread credential harvesting exploited zero-day exploits to exfiltrate sensitive data using drive-by downloads.,Ransomware encrypted critical business files.,Patch outdated systems immediately.,CERT Advisory
1283,2021-04-14,Phishing Scam,Banking App,Multiple scammers compromised remote access tools to establish persistence via command and control servers.,The service was temporarily unavailable.,Implement email filtering enhancements.,User Incident Report
1284,2024-04-11,Phishing Scam,VPN,Security teams detected that unauthorized users harvested zero-day exploits to bypass security controls via malicious links.,"No direct financial loss, but credentials were exposed.",Conduct security awareness training for all staff.,User Incident Report
1285,2024-10-03,Account Takeover,Banking App,Scammers initiated corporate networks to gain unauthorized access via network shares during business hours.,Two devices were infected and required isolation.,Block malicious IP ranges and update firewall rules.,External Threat Feed
1286,2023-08-20,Malware Infection,Corporate Network,"Threat actors deployed phishing techniques to escalate privileges using cloud services, targeting multiple organizations.",Ransomware encrypted critical business files.,Run full malware scan and isolate infected hosts.,User Incident Report
1287,2023-08-13,DDoS Attack,Website,Unauthorized users conducted corporate networks to exfiltrate sensitive data.,"No direct financial loss, but credentials were exposed.",Verify sender identity before responding.,Law Enforcement Notification
1288,2020-02-13,Identity Theft,Facebook,Multiple cybercriminals conducted cloud infrastructure to conduct reconnaissance using social media.,Several users reported financial loss.,Conduct security awareness training for all staff.,Law Enforcement Notification
1289,2023-02-08,Social Engineering,Corporate Network,A advanced campaign exploited backup systems to escalate privileges through watering hole attacks.,Critical infrastructure systems were compromised.,Implement email filtering enhancements.,Threat Intelligence Platform
1290,2023-06-16,Phishing Scam,Facebook,An investigation revealed that hackers deployed misconfigured servers to harvest PII through SQL injection.,Several users reported financial loss.,Educate employees regarding phishing indicators.,Threat Intelligence Platform
1291,2022-03-15,Phishing Scam,Email,"Cybercriminals deployed zero-day exploits to install backdoors, resulting in system compromise.",Several users reported financial loss.,Deploy intrusion detection systems (IDS) and monitor alerts.,CERT Advisory
1292,2024-11-25,Malware Infection,SMS,Multiple scammers exploited backup systems to escalate privileges through compromised websites.,Several users reported financial loss.,Implement email filtering enhancements.,Internal SOC Report
1293,2022-03-19,Account Takeover,LinkedIn,Security teams detected that a group of attackers installed compromised accounts to gain unauthorized access through lateral movement.,Internal systems experienced minor disruption.,Conduct security awareness training for all staff.,Law Enforcement Notification
1294,2021-02-27,Ransomware Attack,VPN,A group of attackers distributed database systems to establish persistence.,The service was temporarily unavailable.,Deploy endpoint detection and response (EDR) solutions.,Internal SOC Report
1295,2022-10-19,Business Email Compromise,Corporate Network,"Adversaries distributed zero-day exploits to install backdoors through SQL injection, targeting multiple organizations.",Customer data was potentially leaked.,Conduct security awareness training for all staff.,Law Enforcement Notification
1296,2023-09-20,Business Email Compromise,Email,A persistent business email compromise perpetrated stolen credentials to encrypt critical files via phishing emails.,The service was temporarily unavailable.,Deploy endpoint detection and response (EDR) solutions.,CERT Advisory
1297,2021-07-17,Phishing Scam,Banking App,"Scammers targeted compromised accounts to gain unauthorized access, resulting in system compromise.",Critical infrastructure systems were compromised.,Deploy intrusion detection systems (IDS) and monitor alerts.,Threat Intelligence Platform
1298,2021-11-10,Business Email Compromise,Banking App,A widespread business email compromise executed remote access tools to conduct reconnaissance via phishing emails.,Several users reported financial loss.,Verify sender identity before responding.,Internal SOC Report
1299,2024-04-17,Credential Harvesting,Corporate Network,"Sophisticated threat actors orchestrated cloud infrastructure to escalate privileges via malicious links, targeting multiple organizations.",Multiple corporate accounts were accessed unlawfully.,Deploy intrusion detection systems (IDS) and monitor alerts.,CERT Advisory
1300,2024-03-17,Credential Harvesting,Email,Forensic analysis showed adversaries conducted file sharing services to establish persistence through USB drives.,Multiple corporate accounts were accessed unlawfully.,Educate employees regarding phishing indicators.,Law Enforcement Notification
1301,2021-09-30,Identity Theft,LinkedIn,A widespread identity theft orchestrated weak authentication to conduct reconnaissance through email attachments.,Sensitive intellectual property was exfiltrated.,Implement network segmentation to limit lateral movement.,Law Enforcement Notification
1302,2024-06-07,Ransomware Attack,WhatsApp,Threat actors initiated vulnerable systems to bypass security controls using encrypted channels.,Ransomware encrypted critical business files.,Implement email filtering enhancements.,CERT Advisory
1303,2023-08-14,Ransomware Attack,Facebook,A sophisticated campaign exploited file sharing services to move laterally across networks through watering hole attacks.,Ransomware encrypted critical business files.,Run full malware scan and isolate infected hosts.,External Threat Feed
1304,2024-01-18,Business Email Compromise,Banking App,Forensic analysis showed scammers conducted unpatched security flaws to bypass security controls through SQL injection.,Two devices were infected and required isolation.,Implement email filtering enhancements.,Threat Intelligence Platform
1305,2020-01-11,Identity Theft,Banking App,An investigation revealed that hackers compromised vulnerable systems to steal credentials using encrypted channels.,Internal systems experienced minor disruption.,Implement email filtering enhancements.,Internal SOC Report
1306,2022-12-08,Social Engineering,WhatsApp,A large-scale social engineering leveraged corporate networks to harvest PII via supply chain attacks.,Customer data was potentially leaked.,Deploy endpoint detection and response (EDR) solutions.,Law Enforcement Notification
1307,2024-12-17,Fake Investment Scam,Instagram,An investigation revealed that adversaries impersonated file sharing services to steal credentials through SQL injection.,Critical infrastructure systems were compromised.,Enable advanced threat protection on email gateways.,External Threat Feed
1308,2021-03-09,Social Engineering,SMS,An investigation revealed that attackers leveraged zero-day exploits to escalate privileges through third-party vendors.,Internal systems experienced minor disruption.,Deploy endpoint detection and response (EDR) solutions.,User Incident Report
1309,2021-11-13,DDoS Attack,SMS,Multiple cybercriminals targeted employee email accounts to deploy ransomware using encrypted channels.,Internal systems experienced minor disruption.,Block malicious IP ranges and update firewall rules.,User Incident Report
1310,2021-09-04,Identity Theft,Facebook,Sophisticated threat actors targeted vulnerable systems to steal credentials.,The service was temporarily unavailable.,Block malicious IP ranges and update firewall rules.,Threat Intelligence Platform
1311,2023-05-20,Fake Investment Scam,VPN,A multi-stage campaign perpetrated stolen credentials to exfiltrate sensitive data through third-party vendors.,Ransomware encrypted critical business files.,Deploy intrusion detection systems (IDS) and monitor alerts.,Law Enforcement Notification
1312,2024-09-19,Phishing Scam,LinkedIn,Security teams detected that sophisticated threat actors compromised authentication mechanisms to move laterally across networks using cloud services.,The service was temporarily unavailable.,Deploy endpoint detection and response (EDR) solutions.,Law Enforcement Notification
1313,2020-05-10,Fake Investment Scam,WhatsApp,Security teams detected that adversaries targeted remote access tools to bypass security controls using privilege escalation.,Multiple corporate accounts were accessed unlawfully.,Enable advanced threat protection on email gateways.,CERT Advisory
1314,2022-06-06,Malware Infection,Email,"Unauthorized users conducted weak authentication to bypass security controls through third-party vendors, targeting multiple organizations.",Internal systems experienced minor disruption.,Deploy intrusion detection systems (IDS) and monitor alerts.,User Incident Report
1315,2020-02-02,Business Email Compromise,Website,"Hackers distributed weak authentication to establish persistence, resulting in data breach.",Critical infrastructure systems were compromised.,Enable MFA and reset all compromised credentials.,Law Enforcement Notification
1316,2023-04-05,DDoS Attack,Banking App,Scammers targeted stolen credentials to establish persistence.,Multiple corporate accounts were accessed unlawfully.,Implement email filtering enhancements.,Internal SOC Report
1317,2024-03-19,Social Engineering,SMS,Multiple attackers exploited mobile applications to move laterally across networks using privilege escalation.,Customer data was potentially leaked.,Block malicious IP ranges and update firewall rules.,Threat Intelligence Platform
1318,2020-01-27,Malware Infection,Facebook,Hackers impersonated malware payloads to establish persistence through deepfake technology during business hours.,Two devices were infected and required isolation.,Enable MFA and reset all compromised credentials.,Threat Intelligence Platform
1319,2024-01-14,Ransomware Attack,Facebook,Forensic analysis showed sophisticated threat actors deployed file sharing services to bypass security controls through compromised websites.,Sensitive intellectual property was exfiltrated.,Conduct security awareness training for all staff.,CERT Advisory
1320,2024-01-03,Account Takeover,Banking App,A large-scale account takeover initiated file sharing services to establish persistence using social media.,The service was temporarily unavailable.,Deploy intrusion detection systems (IDS) and monitor alerts.,User Incident Report
1321,2024-01-05,Fake Investment Scam,VPN,Threat actors targeted web applications to move laterally across networks.,Sensitive intellectual property was exfiltrated.,Enable MFA and reset all compromised credentials.,External Threat Feed
1322,2023-11-25,DDoS Attack,SMS,"Sophisticated threat actors leveraged network protocols to install backdoors via command and control servers, targeting multiple organizations.",Several users reported financial loss.,Enable MFA and reset all compromised credentials.,User Incident Report
1323,2020-03-25,DDoS Attack,Instagram,Cybercriminals executed vulnerable systems to exfiltrate sensitive data through watering hole attacks during business hours.,Several users reported financial loss.,Patch outdated systems immediately.,User Incident Report
1324,2020-08-07,DDoS Attack,Instagram,Forensic analysis showed scammers leveraged corporate networks to escalate privileges through watering hole attacks.,Two devices were infected and required isolation.,Block malicious IP ranges and update firewall rules.,External Threat Feed
1325,2020-10-03,Account Takeover,Website,"Attackers perpetrated zero-day exploits to deploy ransomware, resulting in data breach.","No direct financial loss, but credentials were exposed.",Educate employees regarding phishing indicators.,Law Enforcement Notification
1326,2022-12-06,Identity Theft,Instagram,Unauthorized users conducted weak authentication to conduct reconnaissance.,Critical infrastructure systems were compromised.,Patch outdated systems immediately.,External Threat Feed
1327,2022-11-23,Business Email Compromise,WhatsApp,Multiple scammers initiated weak authentication to escalate privileges using encrypted channels.,Sensitive intellectual property was exfiltrated.,Verify sender identity before responding.,Threat Intelligence Platform
1328,2021-04-03,Account Takeover,VPN,"Attackers installed backup systems to harvest PII via cross-site scripting, targeting multiple organizations.",Two devices were infected and required isolation.,Block malicious IP ranges and update firewall rules.,CERT Advisory
1329,2021-09-09,Identity Theft,WhatsApp,"Hackers perpetrated network protocols to conduct reconnaissance, resulting in service disruption.",Critical infrastructure systems were compromised.,Educate employees regarding phishing indicators.,Law Enforcement Notification
1330,2020-09-09,Ransomware Attack,SMS,Scammers executed unpatched security flaws to establish persistence via command and control servers.,Customer data was potentially leaked.,Deploy intrusion detection systems (IDS) and monitor alerts.,User Incident Report
1331,2023-05-13,Credential Harvesting,Corporate Network,"Adversaries impersonated mobile applications to install backdoors, resulting in financial loss.","No direct financial loss, but credentials were exposed.",Deploy intrusion detection systems (IDS) and monitor alerts.,External Threat Feed
1332,2021-01-21,Identity Theft,SMS,Sophisticated threat actors installed cloud infrastructure to conduct reconnaissance via malicious links.,"No direct financial loss, but credentials were exposed.",Deploy endpoint detection and response (EDR) solutions.,Law Enforcement Notification
1333,2023-03-28,Business Email Compromise,Email,Multiple malicious actors perpetrated database systems to install backdoors via malicious links.,The service was temporarily unavailable.,Deploy endpoint detection and response (EDR) solutions.,User Incident Report
1334,2024-07-20,Phishing Scam,LinkedIn,"Cybercriminals impersonated unpatched security flaws to escalate privileges, resulting in service disruption.",Multiple corporate accounts were accessed unlawfully.,Verify sender identity before responding.,User Incident Report
